,state_name:,county:,5/16,5/17
3314,NC,Carteret,19,19
3315,NC,Cherokee,6,6
3316,NC,Craven,19,19
3317,NC,Dare,14,14
3318,NC,Davidson,142,142
3319,NC,Forsyth,95,95
3320,NC,Gaston,147,147
3321,NC,Greene,9,9
3322,NC,Halifax,26,26
3323,NC,Haywood,3,3
3324,NC,Johnston,2,2
3325,NC,Mitchell,3,3
3326,NC,New Hanover,67,67
3327,NC,Northampton,60,60
3328,NC,Onslow,35,35
3329,NC,Rowan,185,185
3330,NC,Sampson,3,3
3331,NC,Wilson,120,120
3332,ND,Unassigned,1111,1111
3333,NH,Unassigned,1258,1258
3334,NJ,Atlantic,351,"""U2FsdGVkX1+8Q8slLEBieJVM48krZmnxVMMLBlxw9C8="""
3335,NJ,Cape May,196,"""U2FsdGVkX1+QiwFDByJBja1DNqeURbMUucTqG925xUg="""
3336,NJ,Mercer,12,"""U2FsdGVkX1+yXZuVsCI9GM8ugnjckBJ1h6R08qrBfbE="""
3337,NJ,Union,1165,"""U2FsdGVkX1+2sIiFiruQcY4WnB9V/eqlGDlIyMXk4D4="""
3338,NJ,Warren,239,"""U2FsdGVkX1/4uGuxnES7TAKmU3Ey5Ad6oDTvZp714GI="""
3339,NM,Unassigned,1739,1739
3340,NV,Carson City,44,"""U2FsdGVkX18s8ALp58ue7XuRkofolsMWh1AawMNckpI="""
3341,NV,Clark,4305,"""U2FsdGVkX1/s7/D0F3ewLCyr/M0+MCD+wjkQ99yj0gM="""
3342,NV,Douglas,20,"""U2FsdGVkX184fx1ldFptYvWo/Rji7VbCkycuJBcK8/o="""
3343,NV,Elko,13,"""U2FsdGVkX1/xMxHKgILmh9l4eo8aZJsnu+ccx2WQY+M="""
3344,NV,Lyon,26,"""U2FsdGVkX19DL/0tD52pO6OxcuO769NpFWQe6IDGvok="""
3345,NV,Nye,32,"""U2FsdGVkX1/R/wGnPcRp0fSBYsJbIPx5AKknglcIdVo="""
3346,NV,Washoe,582,"""U2FsdGVkX18qV7SvpHmxR2cItgn/jKgEHMAIWJlpFi4="""
3347,NY,Broome,290,"""U2FsdGVkX1/jUf2Y6SRxuU2LHOdcZCitpEGnHz2xQo0="""
3348,NY,Cayuga,51,"""U2FsdGVkX19K9rS3KtJ7oUz5OrotYp7bVc48ctZj1Ao="""
3349,NY,Chautauqua,32,"""U2FsdGVkX1//fJq0dQC0a2LSZ0zGEGucYJUg4nvfVDA="""
3350,NY,Clinton,94,"""U2FsdGVkX19nqG15yQccU75+zuwnGOPZGFL+iTiQYRQ="""
3351,NY,Columbia,152,"""U2FsdGVkX19VzmAPLWYE1oLQuQ2VPYuFJXkX8NDw2kk="""
3352,NY,Cortland,32,"""U2FsdGVkX18pj3SCbgP+Wqhh+yOF9CmPE20uMx9g1Us="""
3353,NY,Delaware,49,"""U2FsdGVkX18ZnnnJZCFNhV8aOmirOPdPzC0AU7blSTk="""
3354,NY,Dutchess,1363,"""U2FsdGVkX1+wEvgy3VCBF37ZwPv5ztrNA/7VYOoDgMA="""
3355,NY,Erie,479,"""U2FsdGVkX1+eJKn0EckZsul0zqQ6v5JRCeCu5/cz+oI="""
3356,NY,Greene,138,"""U2FsdGVkX19lkZv+Box4nv9FV2Tlt/VlKzYBIJumzAs="""
3357,NY,Jefferson,9,"""U2FsdGVkX1+UZxA7e+gIxAeP4bQWlHYfzQ+/1dIXIm0="""
3358,NY,Livingston,71,"""U2FsdGVkX19m3mkqCTCYvdLZ1xCq0wJBTowTrzi3vPE="""
3359,NY,Madison,244,"""U2FsdGVkX18QnFqOCXT6ngiPQv/UDFVuulFYnhJXjOo="""
3360,NY,Monroe,1104,"""U2FsdGVkX1+KBCFtshtneXimCt/bY8WpELAFBfu/FGw="""
3361,NY,Nassau,3346,"""U2FsdGVkX19dwnVfeQIhM1onx5BfQnEbolSwvd8JVrk="""
3362,NY,Niagara,447,"""U2FsdGVkX19sq2Afh80MtbaVWYONnDjAoZ3YBe2AmQE="""
3363,NY,Oneida,376,"""U2FsdGVkX19wysw6ykUcZ3dD3LwVa454hLnpUoR979Y="""
3364,NY,Onondaga,796,"""U2FsdGVkX1/uIEYkqolCmRk+Kpzxeku2M9fCdXltU+E="""
3365,NY,Oswego,61,"""U2FsdGVkX1/hRU+Nf3CQKY7JzNuhj8IH1MS1Zqqj6VI="""
3366,NY,Rensselaer,256,"""U2FsdGVkX1/GhdtRUbbkir8bZ0DrjehKF9G5vBeJZ2Y="""
3367,NY,Schenectady,473,"""U2FsdGVkX19V7Toc/YqsJXnUxv7XvyHz+a0/6D98Pqo="""
3368,NY,Steuben,104,"""U2FsdGVkX1+OqAG3/CeUu4QnWZhe0ThkH0uB18EwMSU="""
3369,NY,Suffolk,4446,"""U2FsdGVkX19v33ufXXMBA68luz9zaAVFd3iTj7Kmawo="""
3370,NY,Tompkins,114,"""U2FsdGVkX187B6/IA8ascn3sUzQtEQoZBxsI7s29nwY="""
3371,NY,Unassigned,13038,"""U2FsdGVkX1/96iDX+p6DU2emvN2+MCrQfKwbLwi+slY="""
3372,NY,Washington,120,"""U2FsdGVkX19ACkKDTF+K408jEVtaOPjZjupd38erEzw="""
3373,NY,Wyoming,63,"""U2FsdGVkX18ZyTaWG0IB2g/VIAEB2gvJ61XTbHEuyKY="""
3374,OH,Belmont,101,101
3375,OK,Tulsa,642,642
3376,OK,Unassigned,0,0
3377,PA,Bucks,996,996
3378,SD,Aurora,1,1
3379,SD,Beadle,19,19
3380,SD,Bon Homme,4,4
3381,SD,Brookings,14,14
3382,SD,Brown,87,87
3383,SD,Charles Mix,5,5
3384,SD,Clark,1,1
3385,SD,Clay,8,8
3386,SD,Codington,15,15
3387,SD,Davison,6,6
3388,SD,Deuel,1,1
3389,SD,Fall River,2,2
3390,SD,Faulk,1,1
3391,SD,Hamlin,2,2
3392,SD,Hughes,12,12
3393,SD,Hutchinson,3,3
3394,SD,Lake,4,4
3395,SD,Lawrence,9,9
3396,SD,Lincoln,151,151
3397,SD,Lyman,3,3
3398,SD,Marshall,1,1
3399,SD,McCook,3,3
3400,SD,Meade,1,1
3401,SD,Minnehaha,2152,2152
3402,SD,Pennington,14,14
3403,SD,Roberts,11,11
3404,SD,Spink,4,4
3405,SD,Todd,5,5
3406,SD,Turner,17,17
3407,SD,Unassigned,0,0
3408,SD,Union,42,42
3409,SD,Yankton,26,26
3410,TN,Davidson,2295,"""U2FsdGVkX18B6cLKegVwUWN1GZDicfMiufaBjSgOHb0="""
3411,TN,Knox,239,"""U2FsdGVkX19Lv/4gn5g0F7OMwXZm5ErcaWYmfVXo4eo="""
3412,TN,Unassigned,2,"""U2FsdGVkX1/zmAGIYyNTUZ5aEQxNjUgk3Jl0meM8qQQ="""
3413,TX,Atascosa,16,16
3414,TX,Bell,149,149
3415,TX,Bexar,1071,1071
3416,TX,Brazoria,376,376
3417,TX,Brazos,144,144
3418,TX,Brown,25,25
3419,TX,Chambers,44,44
3420,TX,Collin,685,685
3421,TX,Comal,56,56
3422,TX,Dallas,2294,2294
3423,TX,Dawson,20,20
3424,TX,Denton,548,548
3425,TX,El Paso,819,819
3426,TX,Fort Bend,296,296
3427,TX,Galveston,434,434
3428,TX,Harris--Houston,1046,1046
3429,TX,Harris--Non Houston,1943,1943
3430,TX,Hays,144,144
3431,TX,Hidalgo,253,253
3432,TX,Lubbock,373,373
3433,TX,Matagorda,54,54
3434,TX,Maverick,21,21
3435,TX,McLennan,89,89
3436,TX,Montgomery,277,277
3437,TX,Moore,280,280
3438,TX,Randall,139,139
3439,TX,Smith,132,132
3440,TX,Tarrant,1151,1151
3441,TX,Taylor,212,212
3442,TX,Terry,11,11
3443,TX,Tom Green,67,67
3444,TX,Travis,879,879
3445,TX,Val Verde,12,12
3446,TX,Victoria,123,123
3447,TX,Washington,39,39
3448,TX,Webb,269,269
3449,TX,Wharton,35,35
3450,TX,Wichita,57,57
3451,TX,Williamson,259,259
3452,UT,Unassigned Southwest,69,69
3453,UT,Weber-Morgan,93,93
3454,VA,Virginia Beach,2,2
3455,VI,Unassigned,61,61
3456,WA,Clallam,17,17
3457,WA,Columbia,1,1
3458,WA,Grant,92,92
3459,WA,Kittitas,12,12
3460,WA,Klickitat,13,13
3461,WA,Lincoln,1,1
3462,WA,Skagit,81,81
3463,WA,Snohomish,2329,2329
3464,WA,Walla Walla,67,67
3465,WI,Dane,1,1
3466,WI,La Crosse,26,26
3467,WI,Monroe,13,13
3468,WI,Waukesha,120,120
3469,WV,Unassigned,919,919
3470,WY,unassigned,498,498
3471,TX,Cameron,398,398
3472,MO,Pike,6,6
3473,MO,Callaway,15,15
3474,MO,Camden,13,13
3475,MO,Gasconade,2,2
3476,MO,Osage,3,3
3477,MO,Jefferson,238,238
3478,MO,St. Francois,27,27
3479,KS,Sedgwick,358,358
3480,MI,Unassigned,27933,27933
3481,GA,Dougherty,340,340
3482,CO,Boulder,316,316
3483,CT,Fairfield,63,63
3484,NJ,Morris,1,"""U2FsdGVkX19OSCXqov8CqZJU/Tpq1/8FaOj2JrPCJ4o="""
3485,NJ,Hudson,441,"""U2FsdGVkX18KlmMa5dB2K6kew9jXrIfDvUABnT1eek4="""
3486,CA,San Luis Obispo,188,188
3487,MO,Franklin,64,64
3488,MO,Pulaski,4,4
3489,NY,Montgomery,43,"""U2FsdGVkX1+akphPeqAY0I2awwiR6O3t9NN6zDLzW5I="""
3490,NY,Genesee,99,"""U2FsdGVkX19IS3eZbrvIE1cxc6dFv1IQQ7IJOWgkYPA="""
3491,NY,Orleans,49,"""U2FsdGVkX1+JrATs+Gs6Yga7BG/XZz5+CMrvYQpvixM="""
3492,NY,Tioga,43,"""U2FsdGVkX1/DKDKFqxJjleUr/nUe70TkL9Fs43oupzY="""
3493,NY,Sullivan,656,"""U2FsdGVkX1874GX+s/K8vl8by746Tdqiqn6cC66MMNI="""
3494,NY,Wayne,63,"""U2FsdGVkX19fxZfU1dD82YJ80mHCzW2w1v3J+zKXw6A="""
3495,NC,Hertford,3,3
3496,TX,Ector,75,75
3497,NY,Lewis,5,"""U2FsdGVkX1/A/GTnF1tnLNhpNVTJ/uPMU7GGzifJ38k="""
3498,TX,Midland,39,39
3499,TX,Andrews,18,18
3500,TX,Crane,2,2
3501,IN,Vanderburgh,154,154
3502,IN,Johnson,3,3
3503,NC,Lee,1,1
3504,MO,Warren,6,6
3505,TX,Hale,29,29
3506,ME,Washington,2,2
3507,NC,Yadkin,7,7
3508,ME,Hancock,9,9
3509,NY,Schuyler,6,"""U2FsdGVkX1/+WUtcM9GAFcF66W9v8O1lhuKtT+Bg5i8="""
3510,NY,Chemung,10,"""U2FsdGVkX18MK+Lcx243yG+xv4g4Qm8H0TcXy15hoDM="""
3511,NY,Yates,2,"""U2FsdGVkX18scBcuSrxpOrvXSDPFryK8DLwDreRyqno="""
3512,TN,Anderson,28,"""U2FsdGVkX1+6QkOYi7n/6IKf+Ns8urShy2dlDhBPp3k="""
3513,TN,Bedford,178,"""U2FsdGVkX19NiOVBZZOzof5Uskd+JxxdoxLqMvEIxHs="""
3514,TN,Benton,5,"""U2FsdGVkX19B5He9uB19evcErFM2XqewLzOEObRUfyc="""
3515,TN,Bledsoe,596,"""U2FsdGVkX1+47gvVuI/S9MXTuNXAPn0x74M0Vr4ur04="""
3516,TN,Blount,59,"""U2FsdGVkX19SIbkKNNryR2df/aimBDSHi4XPlbHg4xs="""
3517,TN,Bradley,62,"""U2FsdGVkX1/LuPEGuY47QumfiTl+BwnZgvmT/InMawA="""
3518,TN,Campbell,16,"""U2FsdGVkX18cj6vYZqKKr0U8UTm+TDuk2kLa/4mjS4Y="""
3519,TN,Cannon,9,"""U2FsdGVkX1/I97J8SPAjY7X+28XXsXy+qNm1h3jkZno="""
3520,TN,Carroll,17,"""U2FsdGVkX19pQybB5M4m8aEjOeO4NGfSfn5YWJewCbM="""
3521,TN,Carter,15,"""U2FsdGVkX18Aqxq5HXPUddyYhF5+jItLdhhyAc3S48s="""
3522,TN,Cheatham,37,"""U2FsdGVkX1/pPCFesHIi8AIynq1e0Yz5cpxBVOJ5+C0="""
3523,TN,Chester,10,"""U2FsdGVkX18Ph+MkOo92Pb8jwccXCTKBSsdwT7uC1sQ="""
3524,TN,Claiborne,5,"""U2FsdGVkX19gqCrrJ9wSfr0sEyrWrlmzrQ3Rq1B2Vcs="""
3525,TN,Clay,5,"""U2FsdGVkX1/xk/PWRa1wwEHhCG5RmWRrdudedwzuwjc="""
3526,TN,Cocke,16,"""U2FsdGVkX1974d6xB2Qnl5Mu70hDmSZjHO/10cnrb/k="""
3527,TN,Coffee,38,"""U2FsdGVkX1802kULKQUb2Qkm/sM+rbzDJvMS57uLLkM="""
3528,TN,Cumberland,59,"""U2FsdGVkX18VXSZPKihRnhhNh5almuYYg7VKflZJqEA="""
3529,TN,DeKalb,19,"""U2FsdGVkX189cTA/DPfQavtITJLh0D9PKnfiZ07CRNc="""
3530,TN,Dickson,50,"""U2FsdGVkX19SlT00tK/TOY5IsanXXbceL7QyjC8D6Dw="""
3531,TN,Dyer,35,"""U2FsdGVkX19hCxWjgyZjjVSGWHUPObKl5p/pGnrH8OI="""
3532,TN,Fayette,66,"""U2FsdGVkX19+6vuwFvbp4s97KD+tayAbb0tUxDTIMRY="""
3533,TN,Gibson,46,"""U2FsdGVkX1/oPB+ahiwTneDqXgTDCWKoKINgKLVgX6Y="""
3534,TN,Franklin,35,"""U2FsdGVkX18r18WTc/IPdJ2peNLF9S6aQDd8aFMQ4vo="""
3535,TN,Grainger,5,"""U2FsdGVkX1+zZVg3jV3MDNfXStSgAL82cQDDZSXqhi0="""
3536,TN,Greene,41,"""U2FsdGVkX1/0TQnK0SodG+yUJ5IfCsyC8tL3dbkz4hQ="""
3537,TN,Grundy,26,"""U2FsdGVkX19WM4DNXv5JWSoTRksZDz2m/JAAPyQBGOY="""
3538,TN,Hamblen,17,"""U2FsdGVkX19rx1tFMU64bOyHstUhTToSgJD/3wOhm10="""
3539,TN,Hamilton,129,"""U2FsdGVkX1+zxJ2ZE5b3TBIrMde8DRIXNQmkNPo9dVA="""
3540,TN,Hardeman,18,"""U2FsdGVkX199yzWpcsxZyOLW5OFp4qDcUAMqFuFLXCo="""
3541,TN,Hardin,6,"""U2FsdGVkX18ra/YjT2fc42HUieSZfGjtbjcwprJMg8U="""
3542,TN,Hawkins,28,"""U2FsdGVkX1+cH7uRCBK6uZnQ5JP1n6aXWCPUPgaZDqY="""
3543,TN,Haywood,21,"""U2FsdGVkX1/zKkV8lABfArCcglel/YAnRWRrafVfZbI="""
3544,TN,Henderson,10,"""U2FsdGVkX1/qZNEBq9KiF/udEDzMcvJtdd+lgtoPkaI="""
3545,TN,Henry,13,"""U2FsdGVkX18FKFvDFetzt1F8/LtxdeZ7LrVJ2MNjV38="""
3546,TN,Hickman,43,"""U2FsdGVkX18EcJNNP8xrU0PCrhofWJBAmb49bLRL2TI="""
3547,TN,Houston,4,"""U2FsdGVkX1+TKhDc+bAO8bPwzTsH8DBSI8r5aivtOmI="""
3548,TN,Humphreys,6,"""U2FsdGVkX1/Sv+kE1iX22aJ2ynIUPyD6+jOkUHo0k/M="""
3549,TN,Jackson,7,"""U2FsdGVkX1/a1c6fIPmGsT2pErFLX+mZnF2Jd9jvKPQ="""
3550,TN,Jefferson,21,"""U2FsdGVkX1/vs/Hb+LmIB/zU/D5hJt6BJ+d9xtei5zQ="""
3551,TN,Lauderdale,19,"""U2FsdGVkX18Ny1pEOYcKXTmi5ALIQfUYoiwcGVw8alw="""
3552,TN,Lawrence,17,"""U2FsdGVkX1+qhLqNn6W+pnhfMzddj1I7uMmq6fRezj4="""
3553,TN,Lewis,2,"""U2FsdGVkX1/spa67Y1Z92ay7RdTk32qmnBg8RrzZuK0="""
3554,TN,Lincoln,15,"""U2FsdGVkX19JfDKsAQFd6g4nCG+HlfEuS9MvvG//128="""
3555,TN,Loudon,42,"""U2FsdGVkX18FducORejhOlNqeD73bKmsE/0qjbbg6Dc="""
3556,TN,Macon,36,"""U2FsdGVkX1+ugYA6Sd9Fth9l4D5oMsgN4sUKkzTlEAg="""
3557,TN,Madison,140,"""U2FsdGVkX19rCdocEpSF+uv7Tpm8aSJb4CEO2TVEaIE="""
3558,TN,Marion,24,"""U2FsdGVkX1+NdAFeKASwiEqsJPaeJNr+27c8c9kg2rM="""
3559,TN,Marshall,20,"""U2FsdGVkX19cYEWBEk7nK+n7bXSjti4qMomGaDcCcbA="""
3560,TN,Maury,39,"""U2FsdGVkX19m7rTRYdKlo/nRpf6kJsFxA+woqiq41n4="""
3561,TN,McMinn,80,"""U2FsdGVkX1+dSxvcZFzkndC0sWKw28aTL9tX21rEiAc="""
3562,TN,McNairy,11,"""U2FsdGVkX1++zU9T07N2GTK7lRuuZXCgAiPTG6b4htk="""
3563,TN,Meigs,19,"""U2FsdGVkX18QTWrkk97ROgxdooLMuWnhlh5eY6soauw="""
3564,TN,Monroe,20,"""U2FsdGVkX19cXwCJllreV8DQ5BK6IXY8qqTXbq9kcCs="""
3565,TN,Montgomery,99,"""U2FsdGVkX18YXWxcUyoQrHjKJhM+UoZmDpq4kDQkDKo="""
3566,TN,Morgan,6,"""U2FsdGVkX19QDJ83E2FtMSeIb9CQqZJjVcQUF5fKx5k="""
3567,TN,Obion,13,"""U2FsdGVkX19Ew1JwoKlB90/6dcdGdvedufy530VoNtA="""
3568,TN,Overton,8,"""U2FsdGVkX18yQDkLj4WjqMQmV+IGqrHy/7HIR8MIfxM="""
3569,TN,Perry,11,"""U2FsdGVkX18oTsOEdv19P/3hNhFPZLRCcwJcYc2dEmg="""
3570,TN,Polk,11,"""U2FsdGVkX1+LHxWI9VXZr0pFOD0TxRv/V6HQ2aPgsVE="""
3571,TN,Putnam,109,"""U2FsdGVkX1/AEke+rbeayd8WnyhPSfQyguJwre2oJGs="""
3572,TN,Roane,8,"""U2FsdGVkX1/Hi9uxIXyxDcPNDteZO0kg5LfU3XFN0rg="""
3573,TN,Robertson,170,"""U2FsdGVkX19OfFVn7ODif68JIUIEV64jH5XRr1QJYpU="""
3574,TN,Rutherford,360,"""U2FsdGVkX1+vgNbHIxjTHt+mNhkJrWm9ezrzNDDYqck="""
3575,TN,Scott,12,"""U2FsdGVkX1+CX1mX+waZrqwDy07VAyZ3h3AW2dNjzTw="""
3576,TN,Sevier,62,"""U2FsdGVkX1/rA+5GTXA2O0o+9clgLb9ak2rA3uR+7Nw="""
3577,TN,Shelby,2330,"""U2FsdGVkX1/rb423a6jn2x/7N4DKo+YkOg3CoWjlB3s="""
3578,TN,Sullivan,50,"""U2FsdGVkX1+n0yWZJrkL7IQVYsk+b8IyPSdFAU4nQPc="""
3579,TN,Sumner,355,"""U2FsdGVkX1/yUEYoPIh4o4mCcYuWu5K7f4h8YyqUWMY="""
3580,TN,Tipton,91,"""U2FsdGVkX18eNqBqXiMMoC2E4Cvq3Aev88+yzigpyNI="""
3581,TN,Trousdale,111,"""U2FsdGVkX1+udUpqukkTqzGbVcmeMVqagq2C+ROjG+U="""
3582,TN,Unicoi,2,"""U2FsdGVkX1/qTPg6L+vqV6rjPiHHTMBIFBYo9ZDKT+Y="""
3583,TN,Union,3,"""U2FsdGVkX183VDTXHfN50Z7Zapk3RH/8BtiMte0Giwg="""
3584,TN,Washington,60,"""U2FsdGVkX1/dfF6j2pP33HZgh0Q7aTZ9xQfNHXsb+eI="""
3585,TN,Wayne,4,"""U2FsdGVkX1/5Sw8p87Xecw9AQln0GmS/9M3cfInVKKU="""
3586,TN,Weakley,23,"""U2FsdGVkX1/F6aT1kXGn5gMrv7PWwe/3Z0IAG2zE81A="""
3587,TN,White,10,"""U2FsdGVkX1+uY/W58fqwILLRiz1H1gcaerJILWvcqCY="""
3588,TN,Williamson,327,"""U2FsdGVkX1/SBDG/kk4ad2gAhanf/onT/3+UryPOPU0="""
3589,TN,Wilson,195,"""U2FsdGVkX1/sVLINXyMa6ouNm8d91kCtdbADDEb4HKo="""
3590,UT,Unassigned,1778,1778
3591,TX,Uvalde,6,6
3592,TX,DeWitt,13,13
3593,TX,Frio,6,6
3594,TX,Gillespie,2,2
3595,TX,Goliad,6,6
3596,TX,Gonzales,16,16
3597,TX,Guadalupe,75,75
3598,TX,Jackson,7,7
3599,TX,Karnes,3,3
3600,TX,Kendall,15,15
3601,TX,Kerr,5,5
3602,TX,Lavaca,5,5
3603,TX,Medina,17,17
3604,TX,Wilson,25,25
3605,MO,Montgomery,2,2
3606,MO,Jasper,11,11
3607,NY,Saratoga,121,"""U2FsdGVkX192seTa3KmTdyUerOn1+SYn6J5n7zAGnNQ="""
3608,NY,Essex,8,"""U2FsdGVkX19Gax4HxCFn9KRYiS/lpkmMWpTgyVqsfKo="""
3609,NY,Franklin,4,"""U2FsdGVkX19fNYVSrxB3j/1gaKzfi4YGRlpVLvJHQdw="""
3610,IL,Logan,7,7
3611,CA,Kern,954,954
3612,NC,Mecklenburg,508,508
3613,AR,Arkansas,2,2
3614,AR,Boone,4,4
3615,AR,Desha,17,17
3616,MO,Adair,5,5
3617,IL,Stephenson,5,5
3618,IL,Bond,2,2
3619,IL,Piatt,2,2
3620,IL,Macoupin,28,28
3621,IL,Jersey,10,10
3622,IL,DuPage,100,100
3623,FL,Seminole,370,370
3624,CO,Mesa,48,48
3625,CO,Denver,370,370
3626,TX,Cass,16,16
3627,KS,Leavenworth,98,98
3628,ME,Unassigned,0,0
3629,KS,Reno,41,41
3630,NY,Otsego,57,"""U2FsdGVkX1+ucW/c9NJZrHUt/4ZPIfwTe11KKKezBWI="""
3631,OH,Richland,70,70
3632,OH,Licking,90,90
3633,OH,Mercer,18,18
3634,OH,Shelby,12,12
3635,OH,Coshocton,9,9
3636,OH,Highland,8,8
3637,OH,Pickaway,1353,1353
3638,KS,Coffey,42,42
3639,KS,Douglas,52,52
3640,KS,Riley,47,47
3641,KS,McPherson,18,18
3642,KS,Franklin,16,16
3643,KS,Montgomery,15,15
3644,KS,Bourbon,5,5
3645,KS,Cherokee,8,8
3646,KS,Harvey,6,6
3647,KS,Jefferson,11,11
3648,KS,Osage,5,5
3649,KS,Miami,5,5
3650,KS,Atchison,11,11
3651,KS,Woodson,6,6
3652,KS,Morris,3,3
3653,KS,Greenwood,3,3
3654,OH,Cuyahoga,762,762
3655,OH,Perry,3,3
3656,OR,Klamath,32,32
3657,OR,Josephine,12,12
3658,OH,Adams,3,3
3659,OH,Fairfield,125,125
3660,OH,Lorain,304,304
3661,OR,Douglas,22,22
3662,OR,Lane,46,46
3663,MO,Perry,35,35
3664,NC,Buncombe,34,34
3665,NC,Wayne,71,71
3666,VA,Unassigned,3907,3907
3667,AZ,Yavapai,3,3
3668,KY,Fayette,132,132
3669,ME,Aroostook,4,4
3670,MI,Ingham,104,104
3671,NY,Ulster,839,"""U2FsdGVkX1+TYGEMfT6PI4bo+wutlb6apicZMjUKwEk="""
3672,SD,Corson,1,1
3673,SD,Oglala Lakota,1,1
3674,SD,Sanborn,3,3
3675,SD,Jerauld,5,5
3676,TX,Unassigned,7481,7481
3677,NY,Westchester,9371,"""U2FsdGVkX1/UxIYQj7oIWVY9TVA+jST/hix40timNG8="""
3678,FL,Hendry,7,7
3679,AR,Bradley,10,10
3680,AR,Hot Spring,22,22
3681,AR,Sharp,6,6
3682,FL,Levy,4,4
3683,AK,Anchorage,160,160
3684,AK,Fairbanks North Star,75,75
3685,AK,Juneau,26,26
3686,AK,Kenai Peninsula,19,19
3687,AK,Ketchikan Gateway,16,16
3688,AK,Matanuska-Susitna,19,19
3689,AK,Petersburg,2,2
3690,TN,Decatur,5,"""U2FsdGVkX19BAWqr3DnGUBdDYICRMykwhsYBJL6onck="""
3691,TN,Johnson,5,"""U2FsdGVkX198DsW5LF5X7H3fYjQu+KecHv2V5FPsOcc="""
3692,TN,Smith,20,"""U2FsdGVkX1+DR+0bCyPFcIIdyxdCgOP0I1mGTgP94XE="""
3693,TN,Van Buren,2,"""U2FsdGVkX1/897boOMpVsXH7VMYU+UQg/uJTlB5TUlg="""
3694,TN,Warren,10,"""U2FsdGVkX1/xXt7X7jr9MEzT6/BCU29VHnLSmYTEisk="""
3695,TN,Out-of-state,151,"""U2FsdGVkX1+xt4d8otpgUbo/CPGIzkU6I1Xnv4lKZtE="""
3696,MO,Johnson,32,32
3697,MO,Randolph,1,1
3698,MO,Macon,1,1
3699,MO,St. Louis,1859,1859
3700,CA,Del Norte,3,3
3701,OH,Seneca,5,5
3702,OH,Crawford,44,44
3703,OH,Huron,8,8
3704,OH,Tuscarawas,59,59
3705,WA,Okanogan,29,29
3706,OH,Jefferson,26,26
3707,OH,Van Wert,2,2
3708,KS,Labette,22,22
3709,KS,Finney,8,8
3710,KS,Butler,13,13
3711,NC,Rockingham,7,7
3712,MO,Pettis,2,2
3713,MO,Saline,140,140
3714,KS,Wyandotte,340,340
3715,AR,Lee,3,3
3716,AR,Logan,3,3
3717,WA,Thurston,82,82
3718,BOP,Inmates,1950,1950
3719,BOP,Staff,287,287
3720,ID,Unassigned,1612,"""U2FsdGVkX19Gqj8uXJFi8bUDs6dVmrbYTtFXPys26Ng="""
3721,IL,Saline,1,1
3722,IL,Williamson,6,6
3723,IL,Massac,2,2
3724,MO,Cooper,2,2
3725,MO,Howard,2,2
3726,MO,Dunklin,13,13
3727,NC,Cabarrus,217,217
3728,TX,Hood,14,14
3729,TX,Jefferson,252,252
3730,TX,Orange,65,65
3731,TX,Hardin,89,89
3732,TX,Newton,2,2
3733,NV,Lincoln,14,"""U2FsdGVkX1/FqzSzqsv9UvZnoaXcKpq2jQGGjT8fSRE="""
3734,CA,San Diego,1138,1138
3735,UT,Southeast Utah,11,11
3736,KS,Clay,3,3
3737,KS,Pottawatomie,16,16
3738,UT,TriCounty,1,1
3739,TN,Fentress,3,"""U2FsdGVkX18pBAI9j7Jlxc8HwaVVcPB4AV5OE+KQPTc="""
3740,TN,Sequatchie,6,"""U2FsdGVkX1+QsHZfLd3K3oVHvYIcHt//GkOqGMveMeA="""
3741,TX,Jasper,13,13
3742,NC,Alamance,78,78
3743,MO,Scott,13,13
3744,MP,Unassigned,12,12
3745,VT,Unassigned,796,796
3746,IL,Adams,5,5
3747,IL,Kankakee,216,216
3748,IL,DeKalb,68,68
3749,IL,Whiteside,59,59
3750,WI,Sheboygan,27,27
3751,WI,Walworth,18,18
3752,MA,Norfolk,1015,1015
3753,TX,Anderson,25,25
3754,TN,Giles,7,"""U2FsdGVkX1/GwP2yjph8U6e4DAffM3hOhntjxleeFtU="""
3755,TX,Bastrop,41,41
3756,TX,Deaf Smith,26,26
3757,TX,Donley,24,24
3758,TX,Gray,49,49
3759,TX,Hutchinson,12,12
3760,TX,Potter,292,292
3761,TX,Swisher,8,8
3762,TX,Gregg,72,72
3763,AR,Baxter,5,5
3764,AR,Carroll,6,6
3765,AR,Chicot,9,9
3766,AR,Jackson,1,1
3767,AR,Unassigned,108,108
3768,AR,Scott,1,1
3769,SD,Hyde,1,1
3770,SD,Sully,1,1
3771,SD,Walworth,5,5
3772,OK,Jackson,18,18
3773,OK,Texas,306,306
3774,OK,Love,3,3
3775,OK,Garfield,14,14
3776,OK,Caddo,77,77
3777,OK,Atoka,2,2
3778,OK,Woodward,1,1
3779,OK,Cherokee,24,24
3780,OK,Mcintosh,5,5
3781,OK,Garvin,13,13
3782,OK,Major,3,3
3783,OK,Pontotoc,8,8
3784,OK,Adair,57,57
3785,OK,Le Flore,11,11
3786,OK,Sequoyah,9,9
3787,OK,Latimer,4,4
3788,OK,Dewey,2,2
3789,OK,Logan,16,16
3790,OK,Cotton,3,3
3791,OK,Pottawatomie,48,48
3792,OK,Cleveland,398,398
3793,OK,Pawnee,25,25
3794,OK,Ottawa,31,31
3795,OK,Greer,56,56
3796,OK,Haskell,5,5
