,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
2020-04-01,,15.0,44.0,12.0,27.0,,18.0,128.0,,,,,,705.0,,13.0,201.0,,14.0,,101.0,,12.0,3314.0,16.0,,,,,,31.0,90.0,10.0,,51.0,75.0,46.0,,,,,17.0,3532.0,,,775.0,,49.0,,,,,,,16.0,,35.0,136.0,2898.0,50.0,71.0,20.0,12428.0,,56.0,,,162.0,,,,,12.0,,,23.0,43.0,,,,29.0,,36.0,,1040.0,,,,,,39.0,,26.0,30.0,,30.0,88.0,33.0,160.0,,82.0,17.0,26.0,,10.0,,16.0,,,,15.0,,,,8464.0,,,180.0,433.0,,,10.0,,10.0,214.0,5367.0,17.0,,2429.0,,,,44238.0,,,15.0,44.0,12.0,27.0,,18.0,128.0,,,,,,705.0,,13.0,201.0,,14.0,,101.0,,12.0,3314.0,16.0,,,,,,31.0,90.0,10.0,,51.0,75.0,46.0,,,,,17.0,3532.0,,,775.0,,49.0,,,,,,,16.0,,35.0,136.0,2898.0,50.0,71.0,20.0,12428.0,,56.0,,,162.0,,,,,12.0,,,23.0,43.0,,,,29.0,,36.0,,1040.0,,,,,,39.0,,26.0,30.0,,30.0,88.0,33.0,160.0,,82.0,17.0,26.0,,10.0,,16.0,,,,15.0,,,,8464.0,,,180.0,433.0,,,10.0,,10.0,214.0,5367.0,17.0,,2429.0,,,,44238.0,,
2020-04-02,,15.0,58.0,14.0,28.0,,20.0,146.0,,,,,,828.0,,13.0,240.0,10.0,16.0,,109.0,,16.0,3321.0,17.0,,,,,,39.0,104.0,11.0,,57.0,93.0,52.0,,,,,17.0,4414.0,,,920.0,,50.0,,,,,,10.0,20.0,,58.0,157.0,3036.0,52.0,85.0,26.0,13155.0,,57.0,,,165.0,,,,,14.0,,,29.0,45.0,,,,37.0,,39.0,,1175.0,,,,,11.0,44.0,,27.0,30.0,,38.0,96.0,43.0,187.0,,92.0,24.0,26.0,,16.0,,28.0,,,,15.0,,,,9387.0,,,239.0,488.0,,,12.0,,12.0,277.0,6511.0,20.0,,3100.0,,,,49685.0,,,15.0,58.0,14.0,28.0,,20.0,146.0,,,,,,828.0,,13.0,240.0,10.0,16.0,,109.0,,16.0,3321.0,17.0,,,,,,39.0,104.0,11.0,,57.0,93.0,52.0,,,,,17.0,4414.0,,,920.0,,50.0,,,,,,10.0,20.0,,58.0,157.0,3036.0,52.0,85.0,26.0,13155.0,,57.0,,,165.0,,,,,14.0,,,29.0,45.0,,,,37.0,,39.0,,1175.0,,,,,11.0,44.0,,27.0,30.0,,38.0,96.0,43.0,187.0,,92.0,24.0,26.0,,16.0,,28.0,,,,15.0,,,,9387.0,,,239.0,488.0,,,12.0,,12.0,277.0,6511.0,20.0,,3100.0,,,,49685.0,,
2020-04-03,,16.0,86.0,15.0,36.0,,24.0,158.0,,,,,,1011.0,,16.0,324.0,10.0,16.0,,139.0,,18.0,3327.0,19.0,,,,,10.0,44.0,123.0,11.0,,60.0,120.0,58.0,,,11.0,,19.0,5398.0,,,1107.0,,53.0,,,,,,14.0,21.0,,72.0,170.0,3160.0,54.0,98.0,36.0,13915.0,,62.0,,,169.0,,,,,16.0,,,30.0,50.0,,,,50.0,,44.0,,1341.0,,,,,11.0,50.0,,34.0,32.0,,55.0,107.0,57.0,209.0,,115.0,30.0,30.0,,21.0,,31.0,,,,17.0,,,,10348.0,,,308.0,536.0,,,15.0,,14.0,356.0,7938.0,22.0,,3752.0,,,,55834.0,,,16.0,86.0,15.0,36.0,,24.0,158.0,,,,,,1011.0,,16.0,324.0,10.0,16.0,,139.0,,18.0,3327.0,19.0,,,,,10.0,44.0,123.0,11.0,,60.0,120.0,58.0,,,11.0,,19.0,5398.0,,,1107.0,,53.0,,,,,,14.0,21.0,,72.0,170.0,3160.0,54.0,98.0,36.0,13915.0,,62.0,,,169.0,,,,,16.0,,,30.0,50.0,,,,50.0,,44.0,,1341.0,,,,,11.0,50.0,,34.0,32.0,,55.0,107.0,57.0,209.0,,115.0,30.0,30.0,,21.0,,31.0,,,,17.0,,,,10348.0,,,308.0,536.0,,,15.0,,14.0,356.0,7938.0,22.0,,3752.0,,,,55834.0,,
2020-04-04,,17.0,105.0,16.0,39.0,,28.0,168.0,,,,,,1143.0,,17.0,359.0,14.0,16.0,,179.0,,22.0,3331.0,25.0,,,,,11.0,53.0,139.0,11.0,,68.0,145.0,66.0,,,12.0,,20.0,6520.0,,,1275.0,,63.0,,,,,,15.0,26.0,,72.0,181.0,3294.0,54.0,120.0,40.0,14681.0,,63.0,,,174.0,,,,,17.0,,,31.0,53.0,,,,60.0,,48.0,,1490.0,,,,,12.0,59.0,,40.0,37.0,,61.0,136.0,71.0,246.0,,133.0,34.0,30.0,,25.0,,39.0,,,,20.0,,,,11198.0,,,358.0,591.0,,,19.0,,18.0,425.0,9260.0,27.0,,4467.0,,,,61826.0,,,17.0,105.0,16.0,39.0,,28.0,168.0,,,,,,1143.0,,17.0,359.0,14.0,16.0,,179.0,,22.0,3331.0,25.0,,,,,11.0,53.0,139.0,11.0,,68.0,145.0,66.0,,,12.0,,20.0,6520.0,,,1275.0,,63.0,,,,,,15.0,26.0,,72.0,181.0,3294.0,54.0,120.0,40.0,14681.0,,63.0,,,174.0,,,,,17.0,,,31.0,53.0,,,,60.0,,48.0,,1490.0,,,,,12.0,59.0,,40.0,37.0,,61.0,136.0,71.0,246.0,,133.0,34.0,30.0,,25.0,,39.0,,,,20.0,,,,11198.0,,,358.0,591.0,,,19.0,,18.0,425.0,9260.0,27.0,,4467.0,,,,61826.0,,
2020-04-05,,20.0,130.0,17.0,43.0,,30.0,186.0,,,,,,1283.0,10.0,21.0,445.0,17.0,16.0,,218.0,,27.0,3335.0,32.0,,,12.0,,11.0,59.0,161.0,11.0,,68.0,172.0,71.0,,,13.0,,25.0,7574.0,,,1444.0,,68.0,,,,,,15.0,32.0,,86.0,191.0,3452.0,56.0,137.0,44.0,15362.0,,77.0,,,177.0,,,,,17.0,,11.0,31.0,57.0,,,,79.0,12.0,59.0,,1656.0,,,,,17.0,62.0,,41.0,41.0,,73.0,144.0,79.0,266.0,,146.0,43.0,32.0,,29.0,,44.0,,,,22.0,,,,11947.0,,,373.0,666.0,,,20.0,,18.0,501.0,10870.0,32.0,10.0,5228.0,,,,67996.0,,,20.0,130.0,17.0,43.0,,30.0,186.0,,,,,,1283.0,10.0,21.0,445.0,17.0,16.0,,218.0,,27.0,3335.0,32.0,,,12.0,,11.0,59.0,161.0,11.0,,68.0,172.0,71.0,,,13.0,,25.0,7574.0,,,1444.0,,68.0,,,,,,15.0,32.0,,86.0,191.0,3452.0,56.0,137.0,44.0,15362.0,,77.0,,,177.0,,,,,17.0,,11.0,31.0,57.0,,,,79.0,12.0,59.0,,1656.0,,,,,17.0,62.0,,41.0,41.0,,73.0,144.0,79.0,266.0,,146.0,43.0,32.0,,29.0,,44.0,,,,22.0,,,,11947.0,,,373.0,666.0,,,20.0,,18.0,501.0,10870.0,32.0,10.0,5228.0,,,,67996.0,,
2020-04-06,,20.0,152.0,18.0,44.0,,35.0,204.0,,,,,,1447.0,10.0,23.0,486.0,20.0,17.0,,259.0,,34.0,3338.0,35.0,,,15.0,,9.0,67.0,179.0,11.0,,82.0,180.0,78.0,,,15.0,,28.0,8093.0,,,1584.0,,73.0,,,,,,22.0,34.0,,99.0,198.0,3603.0,61.0,158.0,49.0,15887.0,,77.0,,,183.0,,,,,18.0,,13.0,36.0,61.0,,,,94.0,15.0,70.0,,1771.0,,,10.0,,18.0,71.0,,47.0,46.0,,83.0,152.0,94.0,295.0,,151.0,45.0,32.0,,34.0,,51.0,,,,28.0,,11.0,,12641.0,,,401.0,715.0,,,23.0,,22.0,574.0,12375.0,37.0,10.0,5874.0,,,,73077.0,,,20.0,152.0,18.0,44.0,,35.0,204.0,,,,,,1447.0,10.0,23.0,486.0,20.0,17.0,,259.0,,34.0,3338.0,35.0,,,15.0,,9.0,67.0,179.0,11.0,,82.0,180.0,78.0,,,15.0,,28.0,8093.0,,,1584.0,,73.0,,,,,,22.0,34.0,,99.0,198.0,3603.0,61.0,158.0,49.0,15887.0,,77.0,,,183.0,,,,,18.0,,13.0,36.0,61.0,,,,94.0,15.0,70.0,,1771.0,,,10.0,,18.0,71.0,,47.0,46.0,,83.0,152.0,94.0,295.0,,151.0,45.0,32.0,,34.0,,51.0,,,,28.0,,11.0,,12641.0,,,401.0,715.0,,,23.0,,22.0,574.0,12375.0,37.0,10.0,5874.0,,,,73077.0,,
2020-04-07,11.0,21.0,173.0,21.0,48.0,,40.0,220.0,,,,12.0,13.0,1632.0,11.0,29.0,564.0,22.0,18.0,,339.0,,37.0,3340.0,46.0,,,16.0,,9.0,78.0,187.0,11.0,,86.0,191.0,85.0,,,19.0,,27.0,8926.0,,,1810.0,,79.0,,,,,,22.0,38.0,,136.0,209.0,3739.0,64.0,174.0,57.0,16523.0,,85.0,,,186.0,,,,,19.0,,15.0,41.0,62.0,,,,125.0,19.0,80.0,,1874.0,,,10.0,,23.0,76.0,,53.0,54.0,,92.0,163.0,107.0,311.0,,176.0,47.0,32.0,,38.0,,58.0,,,,30.0,,12.0,,13341.0,,,477.0,765.0,,,26.0,,22.0,649.0,13894.0,38.0,11.0,6445.0,,,,78767.0,,,21.0,173.0,21.0,48.0,,40.0,220.0,,,,12.0,13.0,1632.0,11.0,29.0,564.0,22.0,18.0,,339.0,,37.0,3340.0,46.0,,,16.0,,9.0,78.0,187.0,11.0,,86.0,191.0,85.0,,,19.0,,27.0,8926.0,,,1810.0,,79.0,,,,,,22.0,38.0,,136.0,209.0,3739.0,64.0,174.0,57.0,16523.0,,85.0,,,186.0,,,,,19.0,,15.0,41.0,62.0,,,,125.0,19.0,80.0,,1874.0,,,10.0,,23.0,76.0,,53.0,54.0,,92.0,163.0,107.0,311.0,,176.0,47.0,32.0,,38.0,,58.0,,,,30.0,,12.0,,13341.0,,,477.0,765.0,,,26.0,,22.0,649.0,13894.0,38.0,11.0,6445.0,,,,78767.0,,
2020-04-08,14.0,22.0,193.0,22.0,56.0,,45.0,243.0,,,,17.0,13.0,2035.0,14.0,33.0,686.0,23.0,19.0,,375.0,,43.0,3340.0,50.0,,,18.0,11.0,9.0,88.0,203.0,11.0,,98.0,191.0,94.0,,,21.0,,34.0,10343.0,,,2016.0,,81.0,,,,,,22.0,47.0,,150.0,221.0,3872.0,65.0,210.0,65.0,17127.0,,92.0,,,192.0,,,,,19.0,,15.0,44.0,63.0,,,,141.0,22.0,90.0,,2108.0,,,11.0,,26.0,89.0,,57.0,55.0,,107.0,177.0,129.0,345.0,,197.0,58.0,34.0,,41.0,,61.0,,,,36.0,,13.0,,14045.0,,,591.0,821.0,,,27.0,,23.0,725.0,16191.0,45.0,12.0,7483.0,,,,86662.0,,,22.0,193.0,22.0,56.0,,45.0,243.0,,,,17.0,13.0,2035.0,14.0,33.0,686.0,23.0,19.0,,375.0,,43.0,3340.0,50.0,,,18.0,11.0,9.0,88.0,203.0,11.0,,98.0,191.0,94.0,,,21.0,,34.0,10343.0,,,2016.0,,81.0,,,,,,22.0,47.0,,150.0,221.0,3872.0,65.0,210.0,65.0,17127.0,,92.0,,,192.0,,,,,19.0,,15.0,44.0,63.0,,,,141.0,22.0,90.0,,2108.0,,,11.0,,26.0,89.0,,57.0,55.0,,107.0,177.0,129.0,345.0,,197.0,58.0,34.0,,41.0,,61.0,,,,36.0,,13.0,,14045.0,,,591.0,821.0,,,27.0,,23.0,725.0,16191.0,45.0,12.0,7483.0,,,,86662.0,,
2020-04-09,14.0,22.0,205.0,23.0,63.0,,50.0,273.0,,,,20.0,13.0,2240.0,15.0,34.0,819.0,24.0,23.0,10.0,407.0,,48.0,3342.0,54.0,,,19.0,12.0,9.0,99.0,218.0,11.0,,108.0,242.0,103.0,,,24.0,,40.0,10887.0,,,2349.0,,83.0,,,,,,22.0,58.0,,178.0,240.0,3993.0,69.0,235.0,73.0,17669.0,,93.0,,,200.0,,,,,19.0,,15.0,46.0,65.0,,,,174.0,27.0,93.0,,2255.0,,,11.0,,29.0,101.0,,61.0,59.0,,121.0,182.0,159.0,380.0,,220.0,63.0,34.0,,41.0,,65.0,,,,40.0,,18.0,,14792.0,,,687.0,895.0,,,30.0,,24.0,812.0,18270.0,52.0,12.0,8519.0,,,,93354.0,,,22.0,205.0,23.0,63.0,,50.0,273.0,,,,20.0,13.0,2240.0,15.0,34.0,819.0,24.0,23.0,10.0,407.0,,48.0,3342.0,54.0,,,19.0,12.0,9.0,99.0,218.0,11.0,,108.0,242.0,103.0,,,24.0,,40.0,10887.0,,,2349.0,,83.0,,,,,,22.0,58.0,,178.0,240.0,3993.0,69.0,235.0,73.0,17669.0,,93.0,,,200.0,,,,,19.0,,15.0,46.0,65.0,,,,174.0,27.0,93.0,,2255.0,,,11.0,,29.0,101.0,,61.0,59.0,,121.0,182.0,159.0,380.0,,220.0,63.0,34.0,,41.0,,65.0,,,,40.0,,18.0,,14792.0,,,687.0,895.0,,,30.0,,24.0,812.0,18270.0,52.0,12.0,8519.0,,,,93354.0,,
2020-04-10,15.0,23.0,235.0,25.0,72.0,10.0,51.0,295.0,,,,21.0,16.0,2523.0,18.0,35.0,950.0,24.0,24.0,10.0,503.0,,57.0,3344.0,69.0,,,20.0,15.0,10.0,112.0,237.0,11.0,,118.0,272.0,118.0,,,24.0,,42.0,12228.0,,,2607.0,,87.0,,,,,,23.0,66.0,,226.0,280.0,4110.0,69.0,263.0,86.0,18279.0,,94.0,,,204.0,,,,,19.0,,16.0,52.0,67.0,,,,194.0,29.0,97.0,,2403.0,,,11.0,,30.0,108.0,,65.0,63.0,,138.0,203.0,174.0,409.0,,248.0,76.0,34.0,,44.0,,66.0,,,,43.0,,18.0,,15447.0,,,793.0,948.0,,,32.0,,25.0,908.0,20288.0,57.0,14.0,9623.0,,,,100915.0,,,23.0,235.0,25.0,72.0,10.0,51.0,295.0,,,,21.0,16.0,2523.0,18.0,35.0,950.0,24.0,24.0,10.0,503.0,,57.0,3344.0,69.0,,,20.0,15.0,10.0,112.0,237.0,11.0,,118.0,272.0,118.0,,,24.0,,42.0,12228.0,,,2607.0,,87.0,,,,,,23.0,66.0,,226.0,280.0,4110.0,69.0,263.0,86.0,18279.0,,94.0,,,204.0,,,,,19.0,,16.0,52.0,67.0,,,,194.0,29.0,97.0,,2403.0,,,11.0,,30.0,108.0,,65.0,63.0,,138.0,203.0,174.0,409.0,,248.0,76.0,34.0,,44.0,,66.0,,,,43.0,,18.0,,15447.0,,,793.0,948.0,,,32.0,,25.0,908.0,20288.0,57.0,14.0,9623.0,,,,100915.0,,
2020-04-11,15.0,23.0,256.0,26.0,82.0,12.0,54.0,319.0,10.0,,,27.0,19.0,3019.0,19.0,36.0,1057.0,25.0,24.0,12.0,557.0,,65.0,3346.0,80.0,,,21.0,15.0,10.0,119.0,247.0,11.0,,126.0,297.0,135.0,,,24.0,,48.0,13215.0,,,2767.0,,92.0,,,,,,23.0,77.0,,246.0,306.0,4232.0,70.0,287.0,95.0,18849.0,,99.0,10.0,,208.0,,,,,20.0,,22.0,54.0,70.0,,,,233.0,29.0,107.0,,2520.0,,,11.0,,32.0,113.0,,66.0,66.0,,169.0,221.0,181.0,435.0,,270.0,94.0,34.0,,47.0,,71.0,,,,45.0,,24.0,,16081.0,,,870.0,1002.0,,,33.0,,25.0,1006.0,22357.0,69.0,16.0,10776.0,,,,108137.0,,,23.0,256.0,26.0,82.0,12.0,54.0,319.0,10.0,,,27.0,19.0,3019.0,19.0,36.0,1057.0,25.0,24.0,12.0,557.0,,65.0,3346.0,80.0,,,21.0,15.0,10.0,119.0,247.0,11.0,,126.0,297.0,135.0,,,24.0,,48.0,13215.0,,,2767.0,,92.0,,,,,,23.0,77.0,,246.0,306.0,4232.0,70.0,287.0,95.0,18849.0,,99.0,10.0,,208.0,,,,,20.0,,22.0,54.0,70.0,,,,233.0,29.0,107.0,,2520.0,,,11.0,,32.0,113.0,,66.0,66.0,,169.0,221.0,181.0,435.0,,270.0,94.0,34.0,,47.0,,71.0,,,,45.0,,24.0,,16081.0,,,870.0,1002.0,,,33.0,,25.0,1006.0,22357.0,69.0,16.0,10776.0,,,,108137.0,,
2020-04-12,18.0,23.0,275.0,26.0,83.0,13.0,57.0,337.0,11.0,,,30.0,23.0,3346.0,20.0,37.0,1124.0,28.0,27.0,12.0,654.0,,73.0,3349.0,100.0,,,21.0,16.0,10.0,129.0,260.0,11.0,,135.0,315.0,146.0,,,24.0,,49.0,13851.0,,,2736.0,,93.0,,,,,,24.0,85.0,,288.0,327.0,4357.0,72.0,320.0,101.0,19468.0,,99.0,10.0,,211.0,,,,,20.0,,23.0,62.0,73.0,,,,273.0,30.0,111.0,,2653.0,,,11.0,10.0,34.0,119.0,,86.0,74.0,,181.0,247.0,208.0,470.0,,291.0,106.0,35.0,,52.0,,74.0,,,,50.0,,25.0,,16606.0,,,887.0,1036.0,,,35.0,,28.0,1101.0,24366.0,73.0,20.0,11616.0,,,,114170.0,,,23.0,275.0,26.0,83.0,13.0,57.0,337.0,11.0,,,30.0,23.0,3346.0,20.0,37.0,1124.0,28.0,27.0,12.0,654.0,,73.0,3349.0,100.0,,,21.0,16.0,10.0,129.0,260.0,11.0,,135.0,315.0,146.0,,,24.0,,49.0,13851.0,,,2736.0,,93.0,,,,,,24.0,85.0,,288.0,327.0,4357.0,72.0,320.0,101.0,19468.0,,99.0,10.0,,211.0,,,,,20.0,,23.0,62.0,73.0,,,,273.0,30.0,111.0,,2653.0,,,11.0,10.0,34.0,119.0,,86.0,74.0,,181.0,247.0,208.0,470.0,,291.0,106.0,35.0,,52.0,,74.0,,,,50.0,,25.0,,16606.0,,,887.0,1036.0,,,35.0,,28.0,1101.0,24366.0,73.0,20.0,11616.0,,,,114170.0,,
2020-04-13,18.0,23.0,293.0,29.0,90.0,13.0,60.0,350.0,11.0,,,34.0,26.0,3600.0,24.0,39.0,1223.0,29.0,27.0,12.0,714.0,,80.0,3349.0,109.0,,,23.0,18.0,11.0,138.0,273.0,11.0,,173.0,333.0,159.0,,,25.0,,56.0,14412.0,,,3022.0,,98.0,,,,,,25.0,99.0,,331.0,373.0,4474.0,76.0,334.0,103.0,19899.0,,108.0,10.0,,214.0,,,,,20.0,,23.0,66.0,76.0,,,,296.0,31.0,118.0,,2747.0,,,12.0,10.0,34.0,128.0,,91.0,79.0,,193.0,297.0,232.0,504.0,,316.0,130.0,35.0,,59.0,,80.0,,,,53.0,,25.0,,17209.0,,,899.0,1106.0,,,38.0,,31.0,1198.0,26086.0,83.0,22.0,12302.0,,,,119853.0,,,23.0,293.0,29.0,90.0,13.0,60.0,350.0,11.0,,,34.0,26.0,3600.0,24.0,39.0,1223.0,29.0,27.0,12.0,714.0,,80.0,3349.0,109.0,,,23.0,18.0,11.0,138.0,273.0,11.0,,173.0,333.0,159.0,,,25.0,,56.0,14412.0,,,3022.0,,98.0,,,,,,25.0,99.0,,331.0,373.0,4474.0,76.0,334.0,103.0,19899.0,,108.0,10.0,,214.0,,,,,20.0,,23.0,66.0,76.0,,,,296.0,31.0,118.0,,2747.0,,,12.0,10.0,34.0,128.0,,91.0,79.0,,193.0,297.0,232.0,504.0,,316.0,130.0,35.0,,59.0,,80.0,,,,53.0,,25.0,,17209.0,,,899.0,1106.0,,,38.0,,31.0,1198.0,26086.0,83.0,22.0,12302.0,,,,119853.0,,
2020-04-14,21.0,23.0,313.0,29.0,97.0,14.0,61.0,368.0,12.0,,,39.0,29.0,3903.0,27.0,39.0,1328.0,32.0,27.0,12.0,781.0,,82.0,3351.0,112.0,,,25.0,21.0,12.0,143.0,285.0,11.0,,177.0,355.0,164.0,,,28.0,,59.0,14986.0,,,3194.0,,99.0,,,,,,25.0,109.0,,358.0,399.0,4585.0,78.0,365.0,116.0,20465.0,,123.0,12.0,,217.0,,,,,20.0,,24.0,69.0,77.0,10.0,,,332.0,35.0,126.0,,2833.0,,,12.0,10.0,38.0,134.0,,93.0,87.0,,216.0,315.0,245.0,535.0,,331.0,148.0,35.0,,65.0,,85.0,,,,55.0,,27.0,,17756.0,,,919.0,1138.0,,,40.0,,34.0,1296.0,27870.0,93.0,25.0,13047.0,,,,125561.0,,,23.0,313.0,29.0,97.0,14.0,61.0,368.0,12.0,,,39.0,29.0,3903.0,27.0,39.0,1328.0,32.0,27.0,12.0,781.0,,82.0,3351.0,112.0,,,25.0,21.0,12.0,143.0,285.0,11.0,,177.0,355.0,164.0,,,28.0,,59.0,14986.0,,,3194.0,,99.0,,,,,,25.0,109.0,,358.0,399.0,4585.0,78.0,365.0,116.0,20465.0,,123.0,12.0,,217.0,,,,,20.0,,24.0,69.0,77.0,10.0,,,332.0,35.0,126.0,,2833.0,,,12.0,10.0,38.0,134.0,,93.0,87.0,,216.0,315.0,245.0,535.0,,331.0,148.0,35.0,,65.0,,85.0,,,,55.0,,27.0,,17756.0,,,919.0,1138.0,,,40.0,,34.0,1296.0,27870.0,93.0,25.0,13047.0,,,,125561.0,,
2020-04-15,23.0,24.0,326.0,31.0,102.0,16.0,62.0,384.0,13.0,,,46.0,33.0,4157.0,28.0,40.0,1532.0,35.0,30.0,14.0,901.0,,92.0,3351.0,127.0,,,31.0,21.0,12.0,161.0,299.0,12.0,,183.0,369.0,178.0,,,31.0,,64.0,15731.0,,,3294.0,,101.0,,,,,,26.0,122.0,,393.0,459.0,4683.0,78.0,406.0,123.0,21067.0,,143.0,14.0,,222.0,,,,,21.0,,29.0,67.0,82.0,13.0,,,406.0,40.0,126.0,,2955.0,,,14.0,11.0,44.0,139.0,,96.0,94.0,,230.0,335.0,263.0,567.0,,351.0,170.0,36.0,,73.0,,94.0,,10.0,,56.0,,27.0,,18056.0,,,1033.0,1174.0,,,41.0,,34.0,1403.0,30262.0,98.0,28.0,14095.0,,,,132439.0,,,24.0,326.0,31.0,102.0,16.0,62.0,384.0,13.0,,,46.0,33.0,4157.0,28.0,40.0,1532.0,35.0,30.0,14.0,901.0,,92.0,3351.0,127.0,,,31.0,21.0,12.0,161.0,299.0,12.0,,183.0,369.0,178.0,,,31.0,,64.0,15731.0,,,3294.0,,101.0,,,,,,26.0,122.0,,393.0,459.0,4683.0,78.0,406.0,123.0,21067.0,,143.0,14.0,,222.0,,,,,21.0,,29.0,67.0,82.0,13.0,,,406.0,40.0,126.0,,2955.0,,,14.0,11.0,44.0,139.0,,96.0,94.0,,230.0,335.0,263.0,567.0,,351.0,170.0,36.0,,73.0,,94.0,,10.0,,56.0,,27.0,,18056.0,,,1033.0,1174.0,,,41.0,,34.0,1403.0,30262.0,98.0,28.0,14095.0,,,,132439.0,,
2020-04-16,25.0,25.0,336.0,33.0,111.0,17.0,63.0,393.0,13.0,,,50.0,36.0,4440.0,28.0,41.0,1736.0,36.0,32.0,17.0,1008.0,,94.0,3352.0,131.0,,,33.0,24.0,12.0,166.0,309.0,12.0,,189.0,388.0,183.0,,,35.0,,72.0,17169.0,,,3804.0,,102.0,,,,,,31.0,134.0,,405.0,469.0,4777.0,79.0,444.0,130.0,21645.0,,146.0,16.0,10.0,225.0,,,,,21.0,,30.0,69.0,83.0,13.0,,,449.0,46.0,127.0,,3145.0,,,14.0,12.0,45.0,150.0,,111.0,95.0,,254.0,349.0,286.0,599.0,,372.0,198.0,36.0,,79.0,,99.0,,10.0,,61.0,,34.0,,18708.0,,,1203.0,1239.0,,,43.0,,35.0,1518.0,32760.0,108.0,33.0,14941.0,,,,140685.0,,,25.0,336.0,33.0,111.0,17.0,63.0,393.0,13.0,,,50.0,36.0,4440.0,28.0,41.0,1736.0,36.0,32.0,17.0,1008.0,,94.0,3352.0,131.0,,,33.0,24.0,12.0,166.0,309.0,12.0,,189.0,388.0,183.0,,,35.0,,72.0,17169.0,,,3804.0,,102.0,,,,,,31.0,134.0,,405.0,469.0,4777.0,79.0,444.0,130.0,21645.0,,146.0,16.0,10.0,225.0,,,,,21.0,,30.0,69.0,83.0,13.0,,,449.0,46.0,127.0,,3145.0,,,14.0,12.0,45.0,150.0,,111.0,95.0,,254.0,349.0,286.0,599.0,,372.0,198.0,36.0,,79.0,,99.0,,10.0,,61.0,,34.0,,18708.0,,,1203.0,1239.0,,,43.0,,35.0,1518.0,32760.0,108.0,33.0,14941.0,,,,140685.0,,
2020-04-17,30.0,26.0,348.0,33.0,115.0,18.0,63.0,410.0,15.0,,,60.0,40.0,4857.0,29.0,43.0,1924.0,38.0,32.0,22.0,1259.0,,105.0,3352.0,144.0,,,35.0,27.0,12.0,169.0,321.0,12.0,,196.0,403.0,196.0,,,36.0,,75.0,17922.0,,,4052.0,,105.0,,,,,,35.0,142.0,,448.0,496.0,4869.0,80.0,486.0,142.0,22170.0,,178.0,17.0,11.0,229.0,11.0,,,,21.0,,32.0,69.0,84.0,13.0,,,486.0,54.0,130.0,,3327.0,,,14.0,13.0,46.0,152.0,,128.0,103.0,,274.0,362.0,314.0,629.0,,392.0,232.0,38.0,,83.0,,103.0,,10.0,,61.0,,48.0,,19315.0,,,1333.0,1281.0,,,46.0,,37.0,1643.0,34844.0,116.0,35.0,15974.0,,,,147963.0,,,26.0,348.0,33.0,115.0,18.0,63.0,410.0,15.0,,,60.0,40.0,4857.0,29.0,43.0,1924.0,38.0,32.0,22.0,1259.0,,105.0,3352.0,144.0,,,35.0,27.0,12.0,169.0,321.0,12.0,,196.0,403.0,196.0,,,36.0,,75.0,17922.0,,,4052.0,,105.0,,,,,,35.0,142.0,,448.0,496.0,4869.0,80.0,486.0,142.0,22170.0,,178.0,17.0,11.0,229.0,11.0,,,,21.0,,32.0,69.0,84.0,13.0,,,486.0,54.0,130.0,,3327.0,,,14.0,13.0,46.0,152.0,,128.0,103.0,,274.0,362.0,314.0,629.0,,392.0,232.0,38.0,,83.0,,103.0,,10.0,,61.0,,48.0,,19315.0,,,1333.0,1281.0,,,46.0,,37.0,1643.0,34844.0,116.0,35.0,15974.0,,,,147963.0,,
