,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252
2020-04-10,,165.0,347.0,,365.0,138.0,1472.0,5240.0,101.0,519.0,,139.0,5164.0,,101.0,173.0,,,146.0,,,5162.0,1274.0,77746.0,174.0,,,219.0,,,301.0,1883.0,619.0,,,339.0,348.0,,,300.0,23413.0,,,52407.0,,,269.0,,,,,688.0,620.0,252.0,32309.0,496.0,,1011.0,28470.0,632.0,161.0,,,6973.0,,111.0,,,,,500.0,,1608.0,,,,633.0,,,109.0,278.0,317.0,,,,109.0,572.0,,,1438.0,124.0,284.0,205.0,206.0,647.0,698.0,,,666.0,123.0,,460.0,,128.0,,,52165.0,,,205.0,10600.0,,940.0,,,2142.0,25410.0,,268.0,299.0,206.0,,,128.0,,353989.0,,165.0,347.0,,365.0,138.0,1472.0,5240.0,101.0,519.0,,139.0,5164.0,,101.0,173.0,,,146.0,,,5162.0,1274.0,77746.0,174.0,,,219.0,,,301.0,1883.0,619.0,,,339.0,348.0,,,300.0,23413.0,,,52407.0,,,269.0,,,,,688.0,620.0,252.0,32309.0,496.0,,1011.0,28470.0,632.0,161.0,,,6973.0,,111.0,,,,,500.0,,1608.0,,,,633.0,,,109.0,278.0,317.0,,,,109.0,572.0,,,1438.0,124.0,284.0,205.0,206.0,647.0,698.0,,,666.0,123.0,,460.0,,128.0,,,52165.0,,,205.0,10600.0,,940.0,,,2142.0,25410.0,,268.0,299.0,206.0,,,128.0,,353989.0,
2020-04-11,,182.0,405.0,,375.0,149.0,1793.0,6064.0,159.0,539.0,,169.0,5568.0,,129.0,173.0,,,146.0,,,5855.0,1571.0,77882.0,197.0,,,231.0,,,346.0,1929.0,619.0,,,368.0,384.0,,,300.0,25195.0,,,53913.0,,,269.0,,,,112.0,751.0,774.0,282.0,35465.0,550.0,,1183.0,30455.0,685.0,170.0,,,7117.0,,123.0,,,,,500.0,,1830.0,,,,633.0,,,122.0,287.0,373.0,,,,109.0,727.0,,,1569.0,140.0,318.0,233.0,227.0,729.0,795.0,,,685.0,137.0,,492.0,,137.0,,410.0,55668.0,,,381.0,11100.0,,1013.0,,,2423.0,28790.0,,418.0,519.0,214.0,,,144.0,,376104.0,,182.0,405.0,,375.0,149.0,1793.0,6064.0,159.0,539.0,,169.0,5568.0,,129.0,173.0,,,146.0,,,5855.0,1571.0,77882.0,197.0,,,231.0,,,346.0,1929.0,619.0,,,368.0,384.0,,,300.0,25195.0,,,53913.0,,,269.0,,,,112.0,751.0,774.0,282.0,35465.0,550.0,,1183.0,30455.0,685.0,170.0,,,7117.0,,123.0,,,,,500.0,,1830.0,,,,633.0,,,122.0,287.0,373.0,,,,109.0,727.0,,,1569.0,140.0,318.0,233.0,227.0,729.0,795.0,,,685.0,137.0,,492.0,,137.0,,410.0,55668.0,,,381.0,11100.0,,1013.0,,,2423.0,28790.0,,418.0,519.0,214.0,,,144.0,,376104.0,
2020-04-12,,197.0,460.0,,440.0,173.0,1806.0,6604.0,200.0,555.0,,172.0,5986.0,,139.0,173.0,104.0,,155.0,,,6589.0,1864.0,77976.0,214.0,,,323.0,,,411.0,2111.0,619.0,,108.0,411.0,426.0,,,300.0,26663.0,,,57400.0,,,269.0,,,,115.0,841.0,969.0,286.0,41947.0,601.0,,1341.0,32534.0,762.0,177.0,,,7243.0,,133.0,,,,,500.0,,1995.0,,,,633.0,,,146.0,291.0,422.0,,,,109.0,762.0,,,1739.0,157.0,375.0,266.0,247.0,758.0,1045.0,,,720.0,152.0,,528.0,,148.0,,410.0,59109.0,,,381.0,12100.0,,1135.0,,,2965.0,31270.0,,588.0,538.0,224.0,,,144.0,,402120.0,,197.0,460.0,,440.0,173.0,1806.0,6604.0,200.0,555.0,,172.0,5986.0,,139.0,173.0,104.0,,155.0,,,6589.0,1864.0,77976.0,214.0,,,323.0,,,411.0,2111.0,619.0,,108.0,411.0,426.0,,,300.0,26663.0,,,57400.0,,,269.0,,,,115.0,841.0,969.0,286.0,41947.0,601.0,,1341.0,32534.0,762.0,177.0,,,7243.0,,133.0,,,,,500.0,,1995.0,,,,633.0,,,146.0,291.0,422.0,,,,109.0,762.0,,,1739.0,157.0,375.0,266.0,247.0,758.0,1045.0,,,720.0,152.0,,528.0,,148.0,,410.0,59109.0,,,381.0,12100.0,,1135.0,,,2965.0,31270.0,,588.0,538.0,224.0,,,144.0,,402120.0,
2020-04-13,,217.0,591.0,128.0,468.0,197.0,1806.0,6987.0,250.0,558.0,,203.0,6463.0,,193.0,173.0,106.0,,161.0,,,7123.0,2059.0,78065.0,270.0,,,373.0,,,464.0,2291.0,619.0,,131.0,501.0,589.0,,,300.0,27469.0,,,60300.0,,,269.0,,,,118.0,889.0,1080.0,359.0,43894.0,640.0,,1627.0,34211.0,762.0,201.0,,,7368.0,,142.0,,,,,500.0,,2108.0,,,,1772.0,,,177.0,295.0,471.0,,,,109.0,1028.0,,,1798.0,197.0,439.0,277.0,275.0,852.0,1291.0,,,761.0,171.0,,560.0,,150.0,,410.0,62391.0,,,381.0,12700.0,,1218.0,,,3446.0,32988.0,,680.0,542.0,231.0,,,144.0,,421722.0,,217.0,591.0,128.0,468.0,197.0,1806.0,6987.0,250.0,558.0,,203.0,6463.0,,193.0,173.0,106.0,,161.0,,,7123.0,2059.0,78065.0,270.0,,,373.0,,,464.0,2291.0,619.0,,131.0,501.0,589.0,,,300.0,27469.0,,,60300.0,,,269.0,,,,118.0,889.0,1080.0,359.0,43894.0,640.0,,1627.0,34211.0,762.0,201.0,,,7368.0,,142.0,,,,,500.0,,2108.0,,,,1772.0,,,177.0,295.0,471.0,,,,109.0,1028.0,,,1798.0,197.0,439.0,277.0,275.0,852.0,1291.0,,,761.0,171.0,,560.0,,150.0,,410.0,62391.0,,,381.0,12700.0,,1218.0,,,3446.0,32988.0,,680.0,542.0,231.0,,,144.0,,421722.0,
2020-04-14,,232.0,601.0,128.0,515.0,211.0,1806.0,7343.0,289.0,591.0,,203.0,6707.0,,206.0,173.0,107.0,,161.0,,,7758.0,2367.0,78148.0,319.0,,,400.0,121.0,,519.0,2403.0,619.0,,152.0,597.0,589.0,,102.0,300.0,28001.0,,,64300.0,,,269.0,,,,120.0,933.0,1181.0,380.0,45983.0,717.0,,1855.0,35435.0,784.0,215.0,138.0,,7447.0,,150.0,,,,101.0,500.0,,2276.0,,,,1843.0,107.0,,203.0,295.0,546.0,,,,124.0,1095.0,,,2642.0,242.0,487.0,277.0,334.0,914.0,1470.0,,,805.0,178.0,,586.0,107.0,152.0,,410.0,64727.0,,,381.0,13700.0,,1288.0,,,3957.0,43482.0,,852.0,220.0,248.0,,110.0,146.0,,448672.0,,232.0,601.0,128.0,515.0,211.0,1806.0,7343.0,289.0,591.0,,203.0,6707.0,,206.0,173.0,107.0,,161.0,,,7758.0,2367.0,78148.0,319.0,,,400.0,121.0,,519.0,2403.0,619.0,,152.0,597.0,589.0,,102.0,300.0,28001.0,,,64300.0,,,269.0,,,,120.0,933.0,1181.0,380.0,45983.0,717.0,,1855.0,35435.0,784.0,215.0,138.0,,7447.0,,150.0,,,,101.0,500.0,,2276.0,,,,1843.0,107.0,,203.0,295.0,546.0,,,,124.0,1095.0,,,2642.0,242.0,487.0,277.0,334.0,914.0,1470.0,,,805.0,178.0,,586.0,107.0,152.0,,410.0,64727.0,,,381.0,13700.0,,1288.0,,,3957.0,43482.0,,852.0,220.0,248.0,,110.0,146.0,,448672.0,
2020-04-15,,248.0,691.0,128.0,559.0,265.0,2186.0,7633.0,351.0,645.0,,203.0,6868.0,,236.0,3046.0,107.0,,177.0,,130.0,8210.0,2646.0,78324.0,354.0,,114.0,415.0,132.0,,642.0,2689.0,639.0,,162.0,696.0,589.0,,115.0,300.0,28805.0,,,68200.0,,,269.0,,,,122.0,989.0,1359.0,426.0,48129.0,766.0,,2195.0,37130.0,799.0,235.0,203.0,,7534.0,,176.0,,,,101.0,500.0,,2478.0,,,,1964.0,134.0,,217.0,297.0,628.0,,,,130.0,1378.0,,,2869.0,295.0,618.0,347.0,373.0,1051.0,1694.0,,,889.0,183.0,,611.0,113.0,152.0,,410.0,67504.0,,,381.0,13700.0,,1405.0,,,4799.0,47763.0,119.0,933.0,230.0,260.0,,110.0,169.0,,473980.0,,248.0,691.0,128.0,559.0,265.0,2186.0,7633.0,351.0,645.0,,203.0,6868.0,,236.0,3046.0,107.0,,177.0,,130.0,8210.0,2646.0,78324.0,354.0,,114.0,415.0,132.0,,642.0,2689.0,639.0,,162.0,696.0,589.0,,115.0,300.0,28805.0,,,68200.0,,,269.0,,,,122.0,989.0,1359.0,426.0,48129.0,766.0,,2195.0,37130.0,799.0,235.0,203.0,,7534.0,,176.0,,,,101.0,500.0,,2478.0,,,,1964.0,134.0,,217.0,297.0,628.0,,,,130.0,1378.0,,,2869.0,295.0,618.0,347.0,373.0,1051.0,1694.0,,,889.0,183.0,,611.0,113.0,152.0,,410.0,67504.0,,,381.0,13700.0,,1405.0,,,4799.0,47763.0,119.0,933.0,230.0,260.0,,110.0,169.0,,473980.0,
2020-04-16,,251.0,708.0,169.0,596.0,297.0,2186.0,8098.0,404.0,663.0,,203.0,7107.0,,253.0,14026.0,108.0,105.0,226.0,,165.0,8966.0,2937.0,78435.0,452.0,,114.0,473.0,151.0,,819.0,2925.0,639.0,,208.0,780.0,589.0,,117.0,300.0,30955.0,,,72600.0,,104.0,269.0,,,,192.0,1077.0,1432.0,446.0,49933.0,812.0,,2563.0,38092.0,853.0,250.0,240.0,,7616.0,,206.0,,,,138.0,526.0,,2647.0,,,,2125.0,171.0,,229.0,304.0,728.0,,128.0,,131.0,1446.0,,,3108.0,353.0,668.0,383.0,406.0,1217.0,1986.0,,,931.0,190.0,,652.0,151.0,165.0,,410.0,70853.0,,,381.0,15400.0,,1497.0,,,5674.0,52096.0,143.0,1034.0,264.0,272.0,107.0,111.0,171.0,,510516.0,,251.0,708.0,169.0,596.0,297.0,2186.0,8098.0,404.0,663.0,,203.0,7107.0,,253.0,14026.0,108.0,105.0,226.0,,165.0,8966.0,2937.0,78435.0,452.0,,114.0,473.0,151.0,,819.0,2925.0,639.0,,208.0,780.0,589.0,,117.0,300.0,30955.0,,,72600.0,,104.0,269.0,,,,192.0,1077.0,1432.0,446.0,49933.0,812.0,,2563.0,38092.0,853.0,250.0,240.0,,7616.0,,206.0,,,,138.0,526.0,,2647.0,,,,2125.0,171.0,,229.0,304.0,728.0,,128.0,,131.0,1446.0,,,3108.0,353.0,668.0,383.0,406.0,1217.0,1986.0,,,931.0,190.0,,652.0,151.0,165.0,,410.0,70853.0,,,381.0,15400.0,,1497.0,,,5674.0,52096.0,143.0,1034.0,264.0,272.0,107.0,111.0,171.0,,510516.0,
2020-04-17,,277.0,783.0,169.0,631.0,358.0,2355.0,8986.0,460.0,703.0,,203.0,7562.0,,277.0,14026.0,108.0,122.0,257.0,,164.0,9698.0,3299.0,78556.0,550.0,,146.0,529.0,171.0,,972.0,3203.0,644.0,,215.0,838.0,596.0,,133.0,1700.0,32812.0,,,77000.0,,104.0,269.0,,,,199.0,1144.0,1768.0,548.0,52229.0,856.0,,2818.0,40164.0,901.0,259.0,277.0,,7757.0,,225.0,,,,178.0,552.0,,2766.0,,,,2125.0,235.0,,249.0,311.0,770.0,,152.0,121.0,176.0,1645.0,,,6120.0,435.0,774.0,493.0,415.0,1357.0,2304.0,,,990.0,194.0,,683.0,167.0,174.0,,903.0,74797.0,,,550.0,15900.0,,1593.0,,,7089.0,54703.0,186.0,1095.0,271.0,286.0,129.0,111.0,177.0,,541592.0,,277.0,783.0,169.0,631.0,358.0,2355.0,8986.0,460.0,703.0,,203.0,7562.0,,277.0,14026.0,108.0,122.0,257.0,,164.0,9698.0,3299.0,78556.0,550.0,,146.0,529.0,171.0,,972.0,3203.0,644.0,,215.0,838.0,596.0,,133.0,1700.0,32812.0,,,77000.0,,104.0,269.0,,,,199.0,1144.0,1768.0,548.0,52229.0,856.0,,2818.0,40164.0,901.0,259.0,277.0,,7757.0,,225.0,,,,178.0,552.0,,2766.0,,,,2125.0,235.0,,249.0,311.0,770.0,,152.0,121.0,176.0,1645.0,,,6120.0,435.0,774.0,493.0,415.0,1357.0,2304.0,,,990.0,194.0,,683.0,167.0,174.0,,903.0,74797.0,,,550.0,15900.0,,1593.0,,,7089.0,54703.0,186.0,1095.0,271.0,286.0,129.0,111.0,177.0,,541592.0,
2020-04-18,,283.0,846.0,191.0,666.0,402.0,3808.0,9704.0,528.0,725.0,,342.0,7961.0,,320.0,14026.0,112.0,141.0,294.0,,164.0,10545.0,3621.0,77718.0,634.0,,193.0,600.0,192.0,,1174.0,3571.0,644.0,,268.0,838.0,646.0,,145.0,1700.0,34420.0,,,83114.0,,105.0,269.0,,,,207.0,1224.0,2041.0,607.0,54064.0,906.0,,3126.0,42727.0,935.0,265.0,347.0,,7829.0,,258.0,114.0,,,210.0,579.0,,2967.0,,,108.0,2125.0,276.0,,281.0,315.0,816.0,110.0,159.0,139.0,176.0,1765.0,,,6541.0,487.0,866.0,519.0,464.0,1508.0,2590.0,,,1049.0,198.0,534.0,708.0,175.0,174.0,,903.0,74797.0,,,550.0,16400.0,,1689.0,,,8631.0,58545.0,246.0,1188.0,289.0,294.0,156.0,111.0,198.0,,567765.0,,283.0,846.0,191.0,666.0,402.0,3808.0,9704.0,528.0,725.0,,342.0,7961.0,,320.0,14026.0,112.0,141.0,294.0,,164.0,10545.0,3621.0,77718.0,634.0,,193.0,600.0,192.0,,1174.0,3571.0,644.0,,268.0,838.0,646.0,,145.0,1700.0,34420.0,,,83114.0,,105.0,269.0,,,,207.0,1224.0,2041.0,607.0,54064.0,906.0,,3126.0,42727.0,935.0,265.0,347.0,,7829.0,,258.0,114.0,,,210.0,579.0,,2967.0,,,108.0,2125.0,276.0,,281.0,315.0,816.0,110.0,159.0,139.0,176.0,1765.0,,,6541.0,487.0,866.0,519.0,464.0,1508.0,2590.0,,,1049.0,198.0,534.0,708.0,175.0,174.0,,903.0,74797.0,,,550.0,16400.0,,1689.0,,,8631.0,58545.0,246.0,1188.0,289.0,294.0,156.0,111.0,198.0,,567765.0,
2020-04-19,112.0,302.0,894.0,205.0,685.0,523.0,4124.0,10214.0,590.0,755.0,,342.0,8348.0,,338.0,14026.0,113.0,153.0,321.0,103.0,177.0,10964.0,4035.0,77792.0,634.0,,239.0,615.0,227.0,,1227.0,4031.0,644.0,,312.0,1008.0,701.0,,162.0,1700.0,35983.0,,,85400.0,,111.0,269.0,,,,231.0,1291.0,2463.0,631.0,55987.0,953.0,,3456.0,44927.0,1069.0,269.0,377.0,,7937.0,,280.0,130.0,,,228.0,601.0,,3102.0,,,180.0,2125.0,391.0,,314.0,317.0,867.0,113.0,166.0,164.0,176.0,1832.0,122.0,,6684.0,516.0,981.0,610.0,510.0,1730.0,3057.0,,,1329.0,211.0,637.0,740.0,213.0,190.0,,903.0,74797.0,,,550.0,17100.0,,1787.0,,,10453.0,64840.0,275.0,1188.0,303.0,298.0,194.0,113.0,201.0,,591719.0,,302.0,894.0,205.0,685.0,523.0,4124.0,10214.0,590.0,755.0,,342.0,8348.0,,338.0,14026.0,113.0,153.0,321.0,103.0,177.0,10964.0,4035.0,77792.0,634.0,,239.0,615.0,227.0,,1227.0,4031.0,644.0,,312.0,1008.0,701.0,,162.0,1700.0,35983.0,,,85400.0,,111.0,269.0,,,,231.0,1291.0,2463.0,631.0,55987.0,953.0,,3456.0,44927.0,1069.0,269.0,377.0,,7937.0,,280.0,130.0,,,228.0,601.0,,3102.0,,,180.0,2125.0,391.0,,314.0,317.0,867.0,113.0,166.0,164.0,176.0,1832.0,122.0,,6684.0,516.0,981.0,610.0,510.0,1730.0,3057.0,,,1329.0,211.0,637.0,740.0,213.0,190.0,,903.0,74797.0,,,550.0,17100.0,,1787.0,,,10453.0,64840.0,275.0,1188.0,303.0,298.0,194.0,113.0,201.0,,591719.0,
2020-04-20,131.0,314.0,1047.0,235.0,709.0,545.0,4124.0,10501.0,712.0,759.0,,494.0,8757.0,,347.0,22130.0,115.0,161.0,338.0,105.0,305.0,11847.0,4338.0,77879.0,711.0,112.0,260.0,709.0,255.0,,1298.0,4328.0,644.0,102.0,363.0,1061.0,732.0,,164.0,1700.0,36578.0,,,88000.0,,120.0,269.0,,,,250.0,1291.0,2854.0,686.0,57023.0,1009.0,,3754.0,47055.0,1159.0,276.0,400.0,,8042.0,102.0,305.0,133.0,,102.0,242.0,627.0,,3197.0,,118.0,208.0,2627.0,457.0,,327.0,322.0,912.0,117.0,170.0,179.0,233.0,1868.0,140.0,,6811.0,572.0,1040.0,610.0,518.0,1892.0,3291.0,,,1398.0,220.0,753.0,768.0,229.0,192.0,,903.0,77357.0,,,550.0,17800.0,,1928.0,,,11976.0,70337.0,347.0,1286.0,316.0,298.0,225.0,117.0,202.0,,623307.0,,314.0,1047.0,235.0,709.0,545.0,4124.0,10501.0,712.0,759.0,,494.0,8757.0,,347.0,22130.0,115.0,161.0,338.0,105.0,305.0,11847.0,4338.0,77879.0,711.0,112.0,260.0,709.0,255.0,,1298.0,4328.0,644.0,102.0,363.0,1061.0,732.0,,164.0,1700.0,36578.0,,,88000.0,,120.0,269.0,,,,250.0,1291.0,2854.0,686.0,57023.0,1009.0,,3754.0,47055.0,1159.0,276.0,400.0,,8042.0,102.0,305.0,133.0,,102.0,242.0,627.0,,3197.0,,118.0,208.0,2627.0,457.0,,327.0,322.0,912.0,117.0,170.0,179.0,233.0,1868.0,140.0,,6811.0,572.0,1040.0,610.0,518.0,1892.0,3291.0,,,1398.0,220.0,753.0,768.0,229.0,192.0,,903.0,77357.0,,,550.0,17800.0,,1928.0,,,11976.0,70337.0,347.0,1286.0,316.0,298.0,225.0,117.0,202.0,,623307.0,
2020-04-21,135.0,327.0,1099.0,248.0,737.0,580.0,4291.0,10631.0,791.0,769.0,,514.0,8895.0,,381.0,22130.0,116.0,167.0,357.0,107.0,305.0,12543.0,4676.0,77948.0,804.0,124.0,260.0,771.0,285.0,,1559.0,4499.0,644.0,102.0,416.0,1150.0,821.0,,165.0,2000.0,37409.0,,,91500.0,,120.0,269.0,,122.0,,267.0,1362.0,3273.0,747.0,59273.0,1043.0,,4049.0,48877.0,1159.0,282.0,447.0,,8114.0,123.0,367.0,201.0,,103.0,242.0,637.0,,3295.0,,126.0,224.0,2627.0,457.0,,350.0,322.0,974.0,117.0,188.0,200.0,238.0,1970.0,165.0,,6968.0,613.0,1133.0,610.0,555.0,2017.0,3446.0,,,1490.0,235.0,870.0,801.0,251.0,193.0,,1055.0,80587.0,,,550.0,18600.0,,1999.0,,148.0,13430.0,72329.0,359.0,1360.0,326.0,313.0,261.0,117.0,214.0,,645308.0,,327.0,1099.0,248.0,737.0,580.0,4291.0,10631.0,791.0,769.0,,514.0,8895.0,,381.0,22130.0,116.0,167.0,357.0,107.0,305.0,12543.0,4676.0,77948.0,804.0,124.0,260.0,771.0,285.0,,1559.0,4499.0,644.0,102.0,416.0,1150.0,821.0,,165.0,2000.0,37409.0,,,91500.0,,120.0,269.0,,122.0,,267.0,1362.0,3273.0,747.0,59273.0,1043.0,,4049.0,48877.0,1159.0,282.0,447.0,,8114.0,123.0,367.0,201.0,,103.0,242.0,637.0,,3295.0,,126.0,224.0,2627.0,457.0,,350.0,322.0,974.0,117.0,188.0,200.0,238.0,1970.0,165.0,,6968.0,613.0,1133.0,610.0,555.0,2017.0,3446.0,,,1490.0,235.0,870.0,801.0,251.0,193.0,,1055.0,80587.0,,,550.0,18600.0,,1999.0,,148.0,13430.0,72329.0,359.0,1360.0,326.0,313.0,261.0,117.0,214.0,,645308.0,
2020-04-22,150.0,345.0,1152.0,282.0,840.0,609.0,4695.0,10971.0,865.0,784.0,,577.0,9002.0,,437.0,22991.0,116.0,170.0,362.0,110.0,329.0,13188.0,4969.0,78016.0,804.0,150.0,303.0,801.0,309.0,,1753.0,4889.0,644.0,112.0,463.0,1207.0,870.0,,169.0,2000.0,39181.0,,,95200.0,,120.0,577.0,,127.0,,287.0,1417.0,3975.0,842.0,60965.0,1096.0,9233.0,4507.0,51600.0,1239.0,297.0,489.0,,8213.0,128.0,412.0,216.0,133.0,108.0,298.0,670.0,,3349.0,,150.0,243.0,2627.0,505.0,101.0,393.0,74.0,1006.0,127.0,188.0,224.0,238.0,2073.0,204.0,,6982.0,654.0,1297.0,917.0,614.0,2153.0,3873.0,,,1640.0,242.0,977.0,839.0,258.0,197.0,,1055.0,82514.0,102.0,,550.0,19400.0,,2108.0,,148.0,14918.0,75204.0,367.0,1443.0,518.0,324.0,357.0,117.0,216.0,,679905.0,,345.0,1152.0,282.0,840.0,609.0,4695.0,10971.0,865.0,784.0,,577.0,9002.0,,437.0,22991.0,116.0,170.0,362.0,110.0,329.0,13188.0,4969.0,78016.0,804.0,150.0,303.0,801.0,309.0,,1753.0,4889.0,644.0,112.0,463.0,1207.0,870.0,,169.0,2000.0,39181.0,,,95200.0,,120.0,577.0,,127.0,,287.0,1417.0,3975.0,842.0,60965.0,1096.0,9233.0,4507.0,51600.0,1239.0,297.0,489.0,,8213.0,128.0,412.0,216.0,133.0,108.0,298.0,670.0,,3349.0,,150.0,243.0,2627.0,505.0,101.0,393.0,74.0,1006.0,127.0,188.0,224.0,238.0,2073.0,204.0,,6982.0,654.0,1297.0,917.0,614.0,2153.0,3873.0,,,1640.0,242.0,977.0,839.0,258.0,197.0,,1055.0,82514.0,102.0,,550.0,19400.0,,2108.0,,148.0,14918.0,75204.0,367.0,1443.0,518.0,324.0,357.0,117.0,216.0,,679905.0,
2020-04-23,166.0,356.0,1204.0,309.0,872.0,633.0,4932.0,11328.0,907.0,1026.0,,769.0,9433.0,,460.0,25318.0,117.0,174.0,389.0,110.0,397.0,14454.0,5386.0,78097.0,870.0,180.0,310.0,869.0,341.0,,1989.0,5276.0,644.0,183.0,581.0,1262.0,935.0,,184.0,2000.0,40657.0,,107.0,99400.0,,127.0,577.0,,164.0,,295.0,1462.0,4370.0,913.0,63113.0,1146.0,9233.0,5215.0,54543.0,1356.0,315.0,515.0,,8277.0,138.0,443.0,254.0,133.0,113.0,357.0,711.0,,3452.0,,165.0,261.0,2627.0,560.0,116.0,417.0,101.0,1036.0,193.0,197.0,272.0,238.0,2156.0,231.0,,7027.0,693.0,1513.0,1143.0,689.0,2406.0,4420.0,,,1812.0,253.0,1025.0,896.0,284.0,205.0,,1055.0,85915.0,105.0,,550.0,19900.0,,2352.0,,190.0,16477.0,77366.0,424.0,1546.0,556.0,337.0,450.0,122.0,223.0,,710046.0,,356.0,1204.0,309.0,872.0,633.0,4932.0,11328.0,907.0,1026.0,,769.0,9433.0,,460.0,25318.0,117.0,174.0,389.0,110.0,397.0,14454.0,5386.0,78097.0,870.0,180.0,310.0,869.0,341.0,,1989.0,5276.0,644.0,183.0,581.0,1262.0,935.0,,184.0,2000.0,40657.0,,107.0,99400.0,,127.0,577.0,,164.0,,295.0,1462.0,4370.0,913.0,63113.0,1146.0,9233.0,5215.0,54543.0,1356.0,315.0,515.0,,8277.0,138.0,443.0,254.0,133.0,113.0,357.0,711.0,,3452.0,,165.0,261.0,2627.0,560.0,116.0,417.0,101.0,1036.0,193.0,197.0,272.0,238.0,2156.0,231.0,,7027.0,693.0,1513.0,1143.0,689.0,2406.0,4420.0,,,1812.0,253.0,1025.0,896.0,284.0,205.0,,1055.0,85915.0,105.0,,550.0,19900.0,,2352.0,,190.0,16477.0,77366.0,424.0,1546.0,556.0,337.0,450.0,122.0,223.0,,710046.0,
2020-04-24,179.0,385.0,1355.0,333.0,919.0,659.0,5047.0,11694.0,948.0,1082.0,108.0,938.0,9800.0,,485.0,26573.0,119.0,190.0,410.0,110.0,668.0,14761.0,5804.0,78236.0,927.0,196.0,359.0,883.0,365.0,,2152.0,5573.0,645.0,252.0,581.0,1328.0,1004.0,,192.0,2000.0,42088.0,,111.0,103300.0,,129.0,577.0,,170.0,,390.0,1509.0,5012.0,960.0,64843.0,1171.0,9233.0,5611.0,57576.0,1494.0,318.0,560.0,,8501.0,159.0,498.0,302.0,133.0,140.0,399.0,728.0,,3542.0,,204.0,266.0,2627.0,661.0,123.0,456.0,101.0,1095.0,256.0,197.0,301.0,307.0,2527.0,271.0,,7422.0,722.0,1740.0,1201.0,750.0,2478.0,4891.0,,,1925.0,257.0,1067.0,924.0,288.0,211.0,,1473.0,89250.0,107.0,,550.0,20600.0,,2430.0,,190.0,18491.0,80203.0,504.0,1637.0,583.0,354.0,561.0,126.0,224.0,,738980.0,,385.0,1355.0,333.0,919.0,659.0,5047.0,11694.0,948.0,1082.0,108.0,938.0,9800.0,,485.0,26573.0,119.0,190.0,410.0,110.0,668.0,14761.0,5804.0,78236.0,927.0,196.0,359.0,883.0,365.0,,2152.0,5573.0,645.0,252.0,581.0,1328.0,1004.0,,192.0,2000.0,42088.0,,111.0,103300.0,,129.0,577.0,,170.0,,390.0,1509.0,5012.0,960.0,64843.0,1171.0,9233.0,5611.0,57576.0,1494.0,318.0,560.0,,8501.0,159.0,498.0,302.0,133.0,140.0,399.0,728.0,,3542.0,,204.0,266.0,2627.0,661.0,123.0,456.0,101.0,1095.0,256.0,197.0,301.0,307.0,2527.0,271.0,,7422.0,722.0,1740.0,1201.0,750.0,2478.0,4891.0,,,1925.0,257.0,1067.0,924.0,288.0,211.0,,1473.0,89250.0,107.0,,550.0,20600.0,,2430.0,,190.0,18491.0,80203.0,504.0,1637.0,583.0,354.0,561.0,126.0,224.0,,738980.0,
